features,S00Q1-0001,S00Q1-0020,S00Q1-0028,S00Q1-0030,S00Q1-0011,DNA-3CLD,S00Q1-0027,S00Q1-0008,S00Q1-0012,S00Q1-0004,S00Q1-0025,S00Q1-0024,S00Q1-0007,DNA-3CLC,S00Q1-0018,S00Q1-0026,S00Q1-0002,S00Q1-0019,S00Q1-0022,S00Q1-0006,S00Q1-0029,S00Q1-0003,S00Q1-0023,S00Q1-0013,S00Q1-0021,S00Q1-0010,S00Q1-0014,S00Q1-0017,S00Q1-0015,S00Q1-0005,S00Q1-0016,S00Q1-0009
k__Bacteria; p__; c__; o__; f__; g__; s__,18130,21414,29276,13010,780,89,13501,13488,354,50715,22545,13869,15653,71,6561,24842,17709,29748,23029,51682,10473,40371,27849,179,9787,49119,29942,52644,40067,44765,47957,12059
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__sp. NtRootA1,43,22,8,23,2,0,18,28,1,115,4,39,29,0,24,39,24,59,16,32,18,277,20,0,14,18,37,41,36,15,54,14
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__sp. DNA4,42,11,9,3,0,0,3,94,1,22,40,84,56,0,29,66,28,19,13,6,85,135,10,0,13,40,11,139,42,15,52,3
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__sp. UKPF54-2,39,29,123,42,0,0,23,26,0,35,78,22,15,0,9,50,35,54,22,23,25,19,160,1,33,126,67,83,95,95,37,20
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__sp. PAMC 25486,36,39,60,30,0,0,33,13,0,9,78,11,25,0,10,40,27,101,12,30,7,135,62,0,9,65,45,89,136,46,44,17
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__sp. PAMC25564,36,20,90,26,0,0,10,4,0,85,34,19,14,0,11,38,33,34,10,52,5,140,99,0,19,87,71,95,85,158,65,13
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__sp. zg-Y809,34,30,14,18,1,0,19,17,0,40,38,18,21,0,15,45,69,65,33,29,8,70,18,0,30,16,19,53,69,14,57,11
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__sp. ERGS1:01,32,50,34,17,0,0,19,38,0,57,99,29,49,0,33,26,20,68,42,100,27,168,75,0,1,92,89,277,99,112,101,27
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__sp. FW306-06-A,29,4,0,1,0,0,3,8,0,0,3,5,8,0,18,50,20,22,0,3,0,37,6,0,25,0,0,21,1,0,2,0
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__sp. StoSoilB13,27,5,5,2,0,0,3,8,0,1,5,3,4,0,4,32,14,16,6,49,1,48,6,0,8,11,5,8,5,3,9,2
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__sp. NicSoilC5,27,26,47,18,0,0,35,3,0,48,68,3,5,0,1,11,38,34,26,41,0,12,55,0,4,13,151,78,79,24,20,27
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__sp. YN,27,9,8,14,0,0,34,11,0,28,13,3,21,0,22,20,17,30,26,82,4,171,14,0,15,45,4,32,88,27,56,0
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__sp. C1-1,25,15,58,8,0,0,16,20,0,20,38,12,35,0,41,37,8,63,9,47,6,157,15,1,8,53,28,137,28,55,21,9
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__sp. PAMC25284,25,36,9,14,1,0,11,27,0,30,39,15,31,0,8,35,22,34,17,23,10,9,94,0,7,49,9,36,54,51,38,48
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__sp. PM3,23,53,142,55,1,0,17,14,1,40,207,11,23,0,20,13,12,112,23,115,21,174,160,0,3,213,161,129,101,175,85,42
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__sp. FW306-2-2C-D06B,23,23,349,81,3,0,36,13,0,40,84,23,40,0,20,41,21,76,48,101,16,217,177,1,14,137,135,130,102,199,66,73
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__sp. StoSoilB20,22,17,5,13,1,0,19,22,0,22,70,12,34,0,43,33,26,58,23,20,26,58,25,0,12,31,14,94,28,18,50,0
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__sp. NicSoilB11,7,7,1,0,0,0,0,1,0,2,0,1,9,0,1,2,1,3,0,3,0,5,0,0,5,3,2,7,6,0,1,0
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__sp. AQ5-05,4,6,0,0,0,0,0,6,0,2,3,5,31,0,27,3,1,5,5,2,4,2,6,0,4,0,0,61,4,0,2,0
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__sp. FW306-07-I,4,16,1,1,0,0,2,3,0,1,11,6,0,0,0,4,6,16,1,8,5,6,12,0,0,15,5,2,8,10,0,1
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__sp. J3.49,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__sp. StoSoilB19,2,6,0,7,0,0,0,9,0,4,48,2,10,0,4,0,0,21,1,18,2,0,6,0,0,32,5,21,3,21,2,2
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__sp. StoSoilA2,2,5,9,5,0,0,1,0,0,4,0,1,13,0,2,1,3,5,3,6,3,3,16,0,2,1,9,3,3,11,2,2
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__alpinus,202,138,97,61,1,0,69,48,1,137,192,30,86,0,59,263,213,219,71,120,36,576,115,2,75,169,231,169,205,105,204,42
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__crystallopoietes,198,130,42,43,5,0,69,73,0,226,94,41,130,0,85,146,158,167,32,128,30,424,82,0,63,111,47,282,169,100,159,42
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__jiangjiafuii,169,145,37,49,0,0,50,107,1,51,111,66,135,0,50,144,164,178,17,29,43,558,167,0,58,136,108,328,166,80,87,16
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__sunyaminii,106,90,31,36,2,0,4,81,1,20,55,52,86,0,23,83,97,107,6,44,24,376,86,0,44,74,10,232,50,47,47,43
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__sulfonylureivorans,100,52,29,29,1,0,23,40,0,34,125,33,88,0,61,167,94,144,18,38,24,446,75,1,53,28,30,248,78,45,80,17
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__dokdonellae,90,103,29,31,0,1,40,18,2,17,41,15,25,0,25,40,99,145,17,46,23,336,100,0,29,50,24,179,105,62,94,11
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__agilis,83,114,172,74,2,0,98,37,0,63,141,24,51,0,28,108,71,218,47,137,27,546,197,0,15,243,101,285,301,232,101,35
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter; s__woluwensis,28,40,195,30,0,0,10,25,0,81,74,20,39,0,7,44,21,103,13,28,21,214,125,0,12,63,102,137,66,145,56,73
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Pseudarthrobacter; s__,117,112,31,49,1,0,34,104,0,47,40,45,98,0,25,111,90,142,18,38,45,102,39,0,30,112,41,214,90,41,47,13
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Pseudarthrobacter; s__sp. BIM B-2242,94,104,22,13,0,0,21,40,0,46,49,5,24,0,21,43,91,85,18,25,12,102,24,0,33,43,27,64,41,5,119,4
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Pseudarthrobacter; s__sp. NBSH8,92,49,27,8,1,0,5,14,0,125,17,9,28,0,20,34,107,63,12,78,7,311,24,0,27,27,17,80,7,42,33,9
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Pseudarthrobacter; s__sp. L1SW,88,74,28,15,1,0,19,29,0,20,24,20,29,0,4,68,82,80,11,104,20,126,16,0,30,55,46,39,53,61,17,6
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Pseudarthrobacter; s__sp. NS4,51,25,47,16,1,0,45,20,0,428,48,28,36,0,17,57,38,40,46,148,26,243,56,0,21,82,33,146,97,56,175,10
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Pseudarthrobacter; s__sp. SSS035,10,12,11,138,2,0,3,7,0,18,108,3,3,0,5,2,10,12,2,13,6,4,4,0,2,25,9,17,13,28,23,213
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Pseudarthrobacter; s__sp. NIBRBAC000502772,7,8,5,3,1,0,9,9,0,264,20,12,21,0,34,11,12,3,14,43,2,33,10,0,2,9,25,105,45,6,94,9
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Pseudarthrobacter; s__sp. NIBRBAC000502771,3,2,6,2,0,0,12,6,0,7,13,2,0,0,0,12,9,8,8,31,0,11,7,0,6,24,6,17,35,5,10,0
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Pseudarthrobacter; s__sp. NIBRBAC000502770,1,6,4,0,0,0,0,1,0,1,1,1,2,0,0,22,4,14,0,1,1,17,5,0,3,12,3,8,0,8,2,0
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Pseudarthrobacter; s__chlorophenolicus,121,100,10,39,5,1,16,2,0,38,31,8,9,0,14,63,116,93,14,102,13,134,15,0,47,59,13,113,64,15,61,46
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Pseudarthrobacter; s__equi,87,74,54,27,0,0,8,60,3,26,91,14,35,0,0,69,100,86,5,30,10,109,127,0,55,27,42,16,63,50,36,10
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Pseudarthrobacter; s__sulfonivorans,68,23,26,14,0,0,17,1,0,12,32,9,24,0,25,28,50,44,5,12,2,73,160,0,27,23,9,46,15,41,41,4
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Pseudarthrobacter; s__phenanthrenivorans,44,48,88,26,4,0,31,42,1,32,63,55,74,0,37,23,45,77,31,11,40,23,38,0,16,39,45,285,88,85,61,18
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Pseudarthrobacter; s__psychrotolerans,39,65,9,23,1,0,30,10,0,33,79,9,14,0,13,46,73,66,23,20,10,115,97,0,8,41,20,68,108,31,35,20
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Kocuria; s__,235,204,174,106,9,0,82,80,0,178,251,63,119,0,77,113,246,360,68,144,52,392,178,0,57,232,149,424,290,151,227,154
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Kocuria; s__turfanensis,184,196,335,61,3,1,62,54,0,273,124,28,54,0,13,38,258,245,43,116,20,44,150,0,47,145,152,234,321,301,106,36
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Kocuria; s__palustris,131,118,123,90,2,0,89,25,4,54,185,43,62,0,29,107,97,246,74,63,48,198,127,1,26,286,91,378,321,175,105,78
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Kocuria; s__sp. TGY1127_2,76,40,32,14,0,0,39,46,0,43,30,28,76,0,50,49,56,75,38,34,12,101,37,0,32,18,45,200,113,50,76,8
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Kocuria; s__sp. KD4,3,6,14,18,1,0,41,17,0,32,38,18,22,0,12,36,0,8,60,10,33,13,44,0,7,16,12,60,27,14,53,14
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Kocuria; s__sp. BT304,2,3,1,4,0,0,23,9,0,6,41,20,27,0,7,8,1,5,16,13,14,5,67,0,0,11,48,121,8,41,31,7
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Kocuria; s__varians,55,76,45,155,5,0,75,138,0,84,144,91,164,0,28,39,123,84,21,56,129,241,61,0,27,168,31,169,221,82,131,103
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Kocuria; s__flava,43,90,331,95,2,0,61,68,0,89,165,51,80,0,41,35,15,158,35,99,56,43,207,0,11,232,176,444,266,247,94,38
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Kocuria; s__rhizophila,41,72,85,101,11,0,75,281,0,175,134,207,185,1,91,16,64,127,50,81,255,49,118,0,12,154,101,638,170,179,112,166
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Kocuria; s__rosea,29,45,91,189,6,0,101,55,0,112,259,45,103,0,26,32,9,177,73,56,32,57,212,1,5,279,90,182,267,159,144,96
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Kocuria; s__indica,1,6,11,16,1,0,9,20,0,4,39,11,15,0,9,7,1,3,5,9,15,28,18,0,1,25,11,79,28,24,39,14
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Glutamicibacter; s__,123,91,385,35,0,0,51,51,0,66,135,21,71,0,73,139,66,93,39,101,25,534,183,0,53,92,207,278,212,255,96,37
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Glutamicibacter; s__mishrai,218,86,9,44,0,0,26,68,1,26,56,25,111,0,67,199,172,139,29,38,33,461,66,0,106,63,20,282,60,22,127,59
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Glutamicibacter; s__halophytocola,135,90,46,27,0,0,14,34,1,15,34,17,54,0,35,94,129,131,12,49,9,221,40,0,48,120,115,127,65,40,24,10
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Glutamicibacter; s__creatinolyticus,104,127,152,89,4,0,125,33,0,90,122,10,31,0,38,46,112,155,89,127,26,150,220,0,26,217,104,120,377,226,148,92
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Glutamicibacter; s__protophormiae,99,103,182,26,1,0,34,31,1,189,56,13,64,0,42,80,85,125,29,154,18,181,88,1,30,119,76,96,154,83,104,8
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Glutamicibacter; s__arilaitensis,53,39,11,31,5,0,2,150,1,16,105,78,154,0,53,92,94,73,12,14,67,163,53,0,48,33,8,205,28,14,47,27
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Glutamicibacter; s__sp. ZJUTW,34,35,0,1,0,0,13,3,0,8,0,0,1,0,0,0,61,58,3,0,0,2,0,0,2,0,0,3,7,0,5,0
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Glutamicibacter; s__nicotianae,20,11,1,1,0,0,1,4,0,45,3,3,7,0,5,59,7,23,4,21,1,44,4,1,18,8,0,11,4,1,9,2
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Glutamicibacter; s__mysorens,12,21,0,6,0,0,3,5,0,9,10,7,8,0,13,11,3,12,11,1,9,13,7,0,4,9,21,21,8,31,11,11
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Paenarthrobacter; s__,72,79,59,31,5,0,15,71,0,63,77,37,115,0,53,77,52,57,8,89,38,173,99,0,20,156,45,392,100,77,123,44
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Paenarthrobacter; s__sp. YJN-5,483,601,15,8,0,0,7,27,0,80,7,20,44,0,15,4,787,513,91,40,9,33,8,0,101,29,4,97,30,13,33,3
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Paenarthrobacter; s__sp. YJN-D,1,8,1,23,1,0,14,1,0,8,45,3,0,0,0,24,1,7,2,4,0,19,44,0,2,36,2,6,19,3,3,1
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Paenarthrobacter; s__ureafaciens,48,40,15,17,0,0,19,22,0,49,54,28,34,0,18,33,52,42,15,33,17,32,80,0,17,85,15,111,22,80,35,10
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Paenarthrobacter; s__nicotinovorans,27,10,0,1,0,0,18,0,1,54,0,0,0,0,0,2,10,18,6,19,0,7,2,0,3,22,0,2,70,1,16,0
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Paenarthrobacter; s__aurescens,16,21,13,5,0,0,36,30,0,21,31,5,30,0,34,22,3,30,54,33,5,122,11,0,2,49,22,131,21,14,72,9
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Micrococcus; s__,225,191,368,130,419,0,118,34,0,61,199,36,51,0,45,97,205,207,39,85,36,524,194,0,45,224,145,353,267,219,101,4962
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Micrococcus; s__luteus,232,308,285,912,371,0,1189,242,1,1336,1450,239,273,0,82,83,314,550,851,478,219,278,2715,2,80,599,1318,869,1411,1940,1330,5045
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Micrococcus; s__sp. KD337-16,65,66,136,126,28,1,110,186,1,89,284,260,173,0,39,25,74,116,97,64,96,54,123,0,17,170,102,1115,338,290,108,172
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Micrococcus; s__yunnanensis,1,0,10,1,2,0,1,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,3,0,0,1,5,0,4,7,0,78
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Sinomonas; s__sp. R1AF57,137,145,62,56,0,0,36,78,1,124,137,73,77,1,21,35,122,148,28,68,63,183,126,0,16,116,56,187,164,65,57,18
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Sinomonas; s__atrocyanea,135,107,74,34,1,0,26,19,1,61,169,22,31,0,10,46,57,172,41,50,38,198,71,1,30,347,75,156,102,67,47,22
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Citricoccus; s__sp. SGAir0253,168,131,64,49,1,0,35,23,0,152,102,16,34,0,35,63,143,135,49,134,13,102,130,1,54,80,47,163,155,153,110,90
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Nesterenkonia; s__sp. NBAIMH1,146,84,17,8,1,0,26,29,0,26,47,12,21,0,15,100,90,63,25,55,9,95,41,0,38,62,21,88,77,43,79,6
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Auritidibacter; s__sp. NML130574,124,179,14,7,1,0,12,13,1,12,60,6,29,0,12,83,149,160,7,22,3,94,136,0,36,20,93,46,28,130,28,19
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Neomicrococcus; s__aestuarii,108,53,5,7,0,0,8,20,0,10,30,14,39,0,28,65,72,62,14,15,19,153,101,0,29,24,14,76,41,57,22,4
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Psychromicrobium; s__lacuslunae,79,40,15,22,0,0,9,24,0,40,40,24,35,0,31,99,63,50,9,49,6,301,36,0,51,29,21,191,35,14,26,11
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Paeniglutamicibacter; s__sp. Y32M11,76,21,67,18,1,0,21,43,0,13,37,19,54,0,51,80,21,58,7,21,18,160,35,0,23,41,61,120,52,28,38,19
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Micrococcaceae; g__Renibacterium; s__salmoninarum,34,10,9,6,0,0,2,10,0,2,8,4,28,0,19,39,10,22,7,18,9,114,13,0,6,12,9,51,9,16,23,3
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Microbacteriaceae; g__; s__,874,899,1693,604,21,0,665,462,4,1980,1205,364,534,4,253,893,830,1396,501,1272,357,3248,1199,1,282,1933,972,1791,2548,1544,1471,436
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium; s__,943,929,819,436,26,0,511,257,9,854,904,209,387,0,154,488,744,1357,385,721,229,1781,846,1,262,1299,575,1263,1775,1049,691,568
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium; s__sp. 1S1,137,106,23,25,4,0,41,33,0,31,70,12,20,0,19,50,150,145,21,28,21,153,39,0,58,67,53,77,163,156,57,9
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium; s__sp. SSW1-51,129,96,22,13,0,0,38,9,0,78,42,3,7,0,7,70,86,80,5,20,0,178,71,0,46,46,16,98,50,50,57,19
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium; s__sp. JZ31,87,96,36,28,1,0,25,7,0,21,56,9,15,0,8,5,80,91,15,30,9,40,25,0,17,120,29,101,115,45,19,16
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium; s__sp. YJN-G,85,85,238,63,12,0,30,3,0,220,116,9,9,0,4,45,172,114,76,112,0,24,110,0,35,93,112,54,238,209,136,64
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium; s__sp. H1-D42,81,59,34,32,1,0,21,42,0,61,90,47,57,0,7,37,64,103,7,38,50,207,77,0,18,69,30,198,100,37,59,14
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium; s__sp. PM5,75,64,305,54,2,0,43,55,1,71,55,39,62,0,53,50,90,120,44,68,39,87,116,0,41,91,76,165,149,157,102,58
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium; s__sp. 4R-513,73,104,82,32,1,0,47,25,0,185,46,9,23,0,16,61,74,97,25,119,12,121,60,1,16,140,52,127,222,143,98,25
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium; s__sp. 10M-3C3,69,83,36,190,2,0,66,36,0,84,78,65,89,0,22,54,90,119,75,66,91,203,34,0,18,128,35,125,113,132,186,80
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium; s__sp. XT11,65,42,17,15,0,0,19,10,0,124,62,22,30,0,20,36,45,93,43,81,14,97,61,0,14,73,25,76,146,55,124,9
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium; s__sp. Y-01,61,68,46,50,0,0,80,6,1,28,65,13,5,0,4,20,49,125,17,50,3,76,46,0,20,177,37,21,210,76,42,18
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium; s__sp. PAMC22086,60,68,15,3,0,0,3,2,0,2,16,3,4,0,0,7,84,85,2,2,2,14,94,0,12,12,16,60,11,26,4,4
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium; s__sp. SSW1-36,57,49,45,22,0,0,42,22,0,57,98,31,33,0,5,53,37,134,36,26,29,520,93,0,6,137,32,235,54,51,73,9
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium; s__sp. BH-3-3-3,53,50,136,56,12,0,47,22,2,41,92,36,25,0,16,18,37,59,54,77,6,166,76,0,5,596,78,140,201,95,82,173
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium; s__sp. cx-55,52,59,19,33,0,0,19,9,0,25,93,8,11,0,3,51,31,109,13,18,5,70,60,0,14,189,54,87,60,35,26,33
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium; s__sp. No. 7,50,83,39,47,2,0,64,11,1,597,88,26,30,0,16,26,36,108,53,136,41,40,186,1,18,173,52,252,208,114,213,28
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium; s__sp. NIBRBAC000506063,50,39,75,20,0,0,8,12,0,24,55,24,19,0,11,34,52,77,9,21,29,111,97,0,11,108,56,200,59,76,28,22
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Micrococcales; f__Microbacteriaceae; g__Microbacterium; s__sp. ABRD_28,43,65,289,67,6,0,19,39,0,32,118,29,37,1,13,41,61,94,13,34,24,14,159,1,8,113,132,275,77,255,65,60
